DAT,CPI
2008-12-01,9.70149200000000000
2009-01-01,10.44776000000000000
2009-02-01,9.62963000000000000
2009-03-01,8.02919700000000000
2009-04-01,8.69565200000000000
2009-05-01,8.63309400000000000
2009-06-01,9.28571400000000000
2009-07-01,11.88811000000000000
2009-08-01,11.72414000000000000
2009-09-01,11.64384000000000000
2009-10-01,11.48649000000000000
2009-11-01,13.51351000000000000
2009-12-01,14.96599000000000000
2010-01-01,16.21622000000000000
2010-02-01,14.86487000000000000
2010-03-01,14.86487000000000000
2010-04-01,13.33333000000000000
2010-05-01,13.90728000000000000
2010-06-01,13.72549000000000000
2010-07-01,11.25000000000000000
2010-08-01,9.87654300000000000
2010-09-01,9.81595100000000000
2010-10-01,9.69697000000000000
2010-11-01,8.33333300000000000
2010-12-01,9.46745600000000000
2011-01-01,9.30232500000000000
2011-02-01,8.82352900000000000
2011-03-01,8.82352900000000000
2011-04-01,9.41176500000000000
2011-05-01,8.72093000000000000
2011-06-01,8.62068900000000000
2011-07-01,8.42696700000000000
2011-08-01,8.98876400000000000
2011-09-01,10.05587000000000000
2011-10-01,9.39226500000000000
2011-11-01,9.34065900000000000
2011-12-01,6.48648600000000000
2012-01-01,5.31914900000000000
2012-02-01,7.56756700000000000
2012-03-01,8.64864800000000000
2012-04-01,10.21505000000000000
2012-05-01,10.16043000000000000
2012-06-01,10.05291000000000000
2012-07-01,9.84456000000000000
2012-08-01,10.30928000000000000
2012-09-01,9.13705500000000000
2012-10-01,9.59596000000000000
2012-11-01,9.54773900000000000
2012-12-01,11.16751000000000000
2013-01-01,11.61616000000000000
2013-02-01,12.06030000000000000
2013-03-01,11.44279000000000000
2013-04-01,10.24390000000000000
2013-05-01,10.67961000000000000
2013-06-01,11.05769000000000000
2013-07-01,10.84906000000000000
2013-08-01,10.74766000000000000
2013-09-01,10.69767000000000000
2013-10-01,11.05991000000000000
2013-11-01,11.46789000000000000
2013-12-01,9.13242100000000000
2014-01-01,7.23981900000000000
2014-02-01,6.72645800000000000
2014-03-01,6.69642900000000000
2014-04-01,7.07964600000000000
2014-05-01,7.01754400000000000
2014-06-01,6.49350600000000000
2014-07-01,7.23404300000000000
2014-08-01,6.75105500000000000
2014-09-01,6.30252100000000000
2014-10-01,4.97925300000000000
2014-11-01,4.11522600000000000
2014-12-01,5.85774000000000000
2015-01-01,7.17299600000000000
2015-02-01,6.30252100000000000
2015-03-01,6.27615100000000000
2015-04-01,5.78512400000000000
2015-05-01,5.73770500000000000
2015-06-01,6.09756100000000000
2015-07-01,4.36507900000000000
2015-08-01,4.34782600000000000
2015-09-01,5.13834000000000000
2015-10-01,6.32411100000000000
2015-11-01,6.71936800000000000
2015-12-01,6.32411100000000000
2016-01-01,5.90551200000000000
2016-02-01,5.53359700000000000
2016-03-01,5.51181100000000000
2016-04-01,5.85937500000000000
2016-05-01,6.58914700000000000
2016-06-01,6.13026800000000000
2016-07-01,6.46387800000000000
2016-08-01,5.30303000000000000
2016-09-01,4.13533800000000000
2016-10-01,3.34572500000000000
2016-11-01,2.59259200000000000
2016-12-01,2.23048300000000000
2017-01-01,1.85873600000000000
2017-02-01,2.62172300000000000
2017-03-01,2.61194000000000000
2017-04-01,2.21402200000000000
2017-05-01,1.09090900000000000
2017-06-01,1.08303200000000000
2017-07-01,1.78571400000000000
2017-08-01,2.51798600000000000
2017-09-01,2.88808700000000000
2017-10-01,3.23741000000000000
2017-11-01,3.97111900000000000
2017-12-01,4.00000000000000000
2018-01-01,5.10948900000000000
2018-02-01,4.74452500000000000
2018-03-01,4.36363600000000000
2018-04-01,3.97111900000000000
2018-05-01,3.95683500000000000
2018-06-01,3.92857100000000000
2018-07-01,5.61403500000000000
2018-08-01,5.61403500000000000
2018-09-01,5.61403500000000000
2018-10-01,5.22648100000000000
2018-11-01,4.86111100000000000
2018-12-01,5.24475500000000000
2019-01-01,6.59722200000000000
2019-02-01,6.96864100000000000
2019-03-01,7.66550500000000000
2019-04-01,8.33333300000000000
2019-05-01,8.65051900000000000
2019-06-01,8.59106500000000000
2019-07-01,5.98006600000000000
2019-08-01,6.31229300000000000
2019-09-01,6.97674400000000000
2019-10-01,7.61589400000000000
2019-11-01,8.60927100000000000
2019-12-01,9.63455100000000000
2020-01-01,7.49185700000000000
2020-02-01,6.84039100000000000
2020-03-01,5.50161800000000000
2020-04-01,5.44871800000000000
2020-05-01,5.09554100000000000
2020-06-01,5.06329100000000000
2020-07-01,5.32915400000000000
2020-08-01,5.62500000000000000
2020-09-01,5.63657400000000000
2020-10-01,5.90216300000000000
2020-11-01,5.28478700000000000
2020-12-01,3.68663600000000000
2021-01-01,3.16296600000000000
2021-02-01,4.49449300000000000
2021-03-01,5.66565800000000000
2021-04-01,5.13986000000000000
2021-05-01,5.25764600000000000
2021-06-01,5.57784100000000000
2021-07-01,5.26388000000000000
2021-08-01,4.81144200000000000
2021-09-01,4.40304800000000000
